"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPL13AP5.6",3.16513115981918e-80,0.691304548824198,0.706,0.302,6.38691816739911e-76,"12","RPL13AP5"
"MT.CO1.8",6.14468124504824e-80,0.482367227990476,0.992,0.875,1.23993522843828e-75,"12","MT.CO1"
"LYZ.11",2.88853167832101e-79,-0.389886953400872,0.557,0.149,5.82876807368397e-75,"12","LYZ"
"PRDM1.1",2.90369464071574e-79,0.588702326361806,0.565,0.195,5.85936541550028e-75,"12","PRDM1"
"GZMM",3.73776673904407e-79,0.316202098253791,0.296,0.057,7.54243950271703e-75,"12","GZMM"
"PTPRC.8",5.45237994363193e-79,0.571136011636412,0.712,0.305,1.10023574882549e-74,"12","PTPRC"
"RP5.1056L3.3.4",1.86750753658078e-77,0.598398461395303,0.64,0.242,3.76844345806637e-73,"12","RP5.1056L3.3"
"ITGAL",2.29930848085432e-77,0.422824881618632,0.446,0.123,4.63977458351594e-73,"12","ITGAL"
"RPS15.5",2.5508473506666e-77,0.684171053985668,0.873,0.516,5.14735486891013e-73,"12","RPS15"
"TSC22D3.8",5.34840227269383e-77,0.758849932392852,0.909,0.611,1.07925409460689e-72,"12","TSC22D3"
"AC016708.2.3",2.64134914696755e-75,0.587511164970245,0.607,0.228,5.32997844366582e-71,"12","AC016708.2"
"ACTG1.8",3.23008096377206e-75,0.525222367951339,0.947,0.653,6.51798037679564e-71,"12","ACTG1"
"LIMD2.1",4.15708200024676e-75,0.342536745354833,0.407,0.105,8.38857576829794e-71,"12","LIMD2"
"RP11.864N7.2.2",4.21702404110632e-75,0.340783904171832,0.38,0.091,8.50953281254843e-71,"12","RP11.864N7.2"
"RPL13AP20.1",4.73740107717549e-75,0.293016248151506,0.31,0.064,9.55960163363242e-71,"12","RPL13AP20"
"AES.3",5.00005470410407e-75,0.58067725504318,0.776,0.389,1.00896103874116e-70,"12","AES"
"MSN.6",6.31865696384499e-73,0.499314056732093,0.745,0.341,1.27504178873428e-68,"12","MSN"
"NHSL2.2",2.66312335084191e-72,0.379259593045389,0.36,0.085,5.3739166096639e-68,"12","NHSL2"
"PTGER4",6.7620909599527e-72,0.424767336261035,0.427,0.12,1.36452233480886e-67,"12","PTGER4"
"YWHAZ.4",1.07050507201536e-70,0.41879021219872,0.637,0.247,2.16017218481979e-66,"12","YWHAZ"
"CD3D",1.27622102437918e-70,0.458504882497645,0.463,0.142,2.57528640509475e-66,"12","CD3D"
"RHOF",3.18842949413711e-70,0.272269162830734,0.266,0.051,6.43393187621927e-66,"12","RHOF"
"RPS27.8",3.32388024595192e-70,0.728498673095057,0.972,0.784,6.70725794830638e-66,"12","RPS27"
"CCL4.9",1.40430721095708e-69,1.52775383228314,0.587,0.246,2.83375152099029e-65,"12","CCL4"
"CD3E",1.46625139680277e-69,0.424004463780879,0.446,0.134,2.9587486936083e-65,"12","CD3E"
"AC068137.13.2",1.75283398547202e-69,0.31139329542672,0.343,0.08,3.53704369928398e-65,"12","AC068137.13"
"HLA.E.10",5.57594922881158e-69,0.522511700910699,0.958,0.703,1.12517079488189e-64,"12","HLA.E"
"PRF1.5",7.20472144009589e-69,0.745810548838221,0.454,0.14,1.45384073939695e-64,"12","PRF1"
"PTMA.9",1.76261915717704e-68,0.501055465012476,0.87,0.509,3.55678919726755e-64,"12","PTMA"
"CD27",2.64207571246609e-68,0.33057178967905,0.288,0.061,5.33144458018533e-64,"12","CD27"
"APOBEC3G",2.75905233757957e-68,0.357592113238055,0.346,0.085,5.56749171200182e-64,"12","APOBEC3G"
"JUND.6",9.34082187021611e-68,0.55632669967334,0.864,0.491,1.88488444519091e-63,"12","JUND"
"CD53.7",1.18329012643248e-67,0.448460641186323,0.662,0.277,2.38776114612809e-63,"12","CD53"
"PTMAP5.1",1.59451518939098e-67,0.296946023210673,0.343,0.082,3.21757220067206e-63,"12","PTMAP5"
"RPL10.6",5.92270689062122e-67,0.686831312199384,0.958,0.741,1.19514302345846e-62,"12","RPL10"
"ANXA6",1.5355740375315e-66,0.444510594741675,0.499,0.172,3.09863485033481e-62,"12","ANXA6"
"IFITM2.7",3.09852033978405e-66,0.551443640051759,0.748,0.363,6.25250419365023e-62,"12","IFITM2"
"WIPF1.1",3.15463420010297e-66,0.428732465163749,0.526,0.183,6.36573635238779e-62,"12","WIPF1"
"CD74.10",1.14788588308637e-65,-0.317660044400291,0.906,0.453,2.31631892347998e-61,"12","CD74"
"GZMK",1.29591376160888e-65,0.411383226097328,0.285,0.062,2.61502437955056e-61,"12","GZMK"
"CD2.1",1.64040101795478e-65,0.483593557607031,0.51,0.176,3.31016521413095e-61,"12","CD2"
"RPS29.8",6.62305062317175e-65,0.732245669195064,0.97,0.847,1.33646538524983e-60,"12","RPS29"
"ISG20",1.55941222641745e-64,0.414594996187134,0.393,0.115,3.14673793168777e-60,"12","ISG20"
"SEPT6.1",2.87920266414636e-64,0.405718617429662,0.46,0.148,5.80994305598094e-60,"12","SEPT6"
"ICAM3",7.9292682965134e-64,0.295060913151038,0.305,0.071,1.60004704955344e-59,"12","ICAM3"
"TRDC",1.61480455667653e-63,0.299789362782692,0.15,0.019,3.25851411491756e-59,"12","TRDC"
"CTD.2287O16.1.2",3.14196557970767e-63,0.336841169133016,0.33,0.082,6.34017234329211e-59,"12","CTD.2287O16.1"
"CCL5.9",3.79718341540112e-63,1.11737242208994,0.681,0.375,7.66233641393793e-59,"12","CCL5"
"BIRC3.4",6.19953469567415e-63,0.567184331196553,0.485,0.165,1.25100410624009e-58,"12","BIRC3"
"RPS7P1.2",6.78791492443319e-63,0.314913404277902,0.332,0.083,1.36973335260137e-58,"12","RPS7P1"
"FAM46C",9.02482025653888e-63,0.269452381064669,0.252,0.05,1.82111847956698e-58,"12","FAM46C"
"AC016739.2.2",1.64903956688529e-62,0.39757479886163,0.452,0.144,3.32759694201783e-58,"12","AC016739.2"
"CD48.6",2.94329452945046e-62,0.441161757790896,0.609,0.253,5.93927403097808e-58,"12","CD48"
"RPSA.6",3.31404234776191e-62,0.591388799132308,0.715,0.37,6.68740605354876e-58,"12","RPSA"
"PPIA.7",3.37931893068486e-62,0.312418415145854,0.59,0.227,6.81912767022898e-58,"12","PPIA"
